category,rank,title,score,url,additional_info,source
most_popular,10,Tokyo Ghoul,7.79,https://myanimelist.net/anime/22319/Tokyo_Ghoul,"TV (12 eps)
        Jul 2014 - Sep 2014
        2,958,354 members",MyAnimeList
most_popular,11,Kimi no Na wa.,8.83,https://myanimelist.net/anime/32281/Kimi_no_Na_wa,"Movie (1 eps)
        Aug 2016 - Aug 2016
        2,911,216 members",MyAnimeList
most_popular,12,Shingeki no Kyojin Season 2,8.53,https://myanimelist.net/anime/25777/Shingeki_no_Kyojin_Season_2,"TV (12 eps)
        Apr 2017 - Jun 2017
        2,894,413 members",MyAnimeList
most_popular,13,Jujutsu Kaisen,8.55,https://myanimelist.net/anime/40748/Jujutsu_Kaisen,"TV (24 eps)
        Oct 2020 - Mar 2021
        2,828,674 members",MyAnimeList
most_popular,14,Steins;Gate,9.07,https://myanimelist.net/anime/9253/Steins_Gate,"TV (24 eps)
        Apr 2011 - Sep 2011
        2,710,537 members",MyAnimeList
most_popular,15,Boku no Hero Academia 2nd Season,8.06,https://myanimelist.net/anime/33486/Boku_no_Hero_Academia_2nd_Season,"TV (25 eps)
        Apr 2017 - Sep 2017
        2,642,432 members",MyAnimeList
most_popular,16,Naruto: Shippuuden,8.28,https://myanimelist.net/anime/1735/Naruto__Shippuuden,"TV (500 eps)
        Feb 2007 - Mar 2017
        2,638,304 members",MyAnimeList
most_popular,17,One Piece,8.73,https://myanimelist.net/anime/21/One_Piece,"TV (? eps)
        Oct 1999 - 
        2,546,845 members",MyAnimeList
most_popular,18,Shingeki no Kyojin Season 3,8.63,https://myanimelist.net/anime/35760/Shingeki_no_Kyojin_Season_3,"TV (12 eps)
        Jul 2018 - Oct 2018
        2,540,335 members",MyAnimeList
most_popular,19,No Game No Life,8.04,https://myanimelist.net/anime/19815/No_Game_No_Life,"TV (12 eps)
        Apr 2014 - Jun 2014
        2,497,028 members",MyAnimeList
most_popular,20,Koe no Katachi,8.93,https://myanimelist.net/anime/28851/Koe_no_Katachi,"Movie (1 eps)
        Sep 2016 - Sep 2016
        2,493,956 members",MyAnimeList
top_airing,1,Kusuriya no Hitorigoto 2nd Season,8.89,https://myanimelist.net/anime/58514/Kusuriya_no_Hitorigoto_2nd_Season,"TV (24 eps)
        Jan 2025 - Jul 2025
        328,490 members",MyAnimeList
top_airing,2,Takopii no Genzai,8.80,https://myanimelist.net/anime/60489/Takopii_no_Genzai,"ONA (6 eps)
        Jun 2025 - 
        36,148 members",MyAnimeList
top_airing,3,One Piece,8.73,https://myanimelist.net/anime/21/One_Piece,"TV (? eps)
        Oct 1999 - 
        2,546,845 members",MyAnimeList
top_airing,4,Guimi Zhi Zhu: Xiaochou Pian,8.72,https://myanimelist.net/anime/49818/Guimi_Zhi_Zhu__Xiaochou_Pian,"ONA (13 eps)
        Jun 2025 - 
        57,996 members",MyAnimeList
top_airing,5,Tu Bian Yingxiong X,8.52,https://myanimelist.net/anime/53447/Tu_Bian_Yingxiong_X,"ONA (24 eps)
        Apr 2025 - 
        131,722 members",MyAnimeList
top_airing,6,Doupo Cangqiong: Nian Fan,8.45,https://myanimelist.net/anime/51039/Doupo_Cangqiong__Nian_Fan,"ONA (157 eps)
        Jul 2022 - 
        10,735 members",MyAnimeList
top_airing,7,Tian Guan Cifu Short Film,8.45,https://myanimelist.net/anime/60988/Tian_Guan_Cifu_Short_Film,"ONA (? eps)
        Feb 2025 - 
        7,794 members",MyAnimeList
top_airing,8,Tunshi Xingkong 4th Season,8.38,https://myanimelist.net/anime/56524/Tunshi_Xingkong_4th_Season,"ONA (123 eps)
        Oct 2023 - 
        4,784 members",MyAnimeList
top_airing,9,Xian Ni,8.38,https://myanimelist.net/anime/55809/Xian_Ni,"ONA (128 eps)
        Sep 2023 - 
        7,777 members",MyAnimeList
top_airing,10,Shen Yin Wangzuo 2nd Season,8.22,https://myanimelist.net/anime/52684/Shen_Yin_Wangzuo_2nd_Season,"ONA (182 eps)
        Nov 2022 - 
        6,691 members",MyAnimeList
top_airing,11,Chiikawa,8.21,https://myanimelist.net/anime/50250/Chiikawa,"TV (? eps)
        Apr 2022 - 
        9,891 members",MyAnimeList
top_airing,12,Meitantei Conan,8.18,https://myanimelist.net/anime/235/Meitantei_Conan,"TV (? eps)
        Jan 1996 - 
        367,557 members",MyAnimeList
top_airing,13,Holo no Graffiti,8.15,https://myanimelist.net/anime/44042/Holo_no_Graffiti,"ONA (? eps)
        May 2019 - 
        58,177 members",MyAnimeList
top_airing,14,Fanren Xiu Xian Chuan: Waihai Fengyun,8.14,https://myanimelist.net/anime/60557/Fanren_Xiu_Xian_Chuan__Waihai_Fengyun,"ONA (52 eps)
        Jan 2025 - 
        1,577 members",MyAnimeList
top_airing,15,Mushen Ji,8.06,https://myanimelist.net/anime/59953/Mushen_Ji,"ONA (? eps)
        Oct 2024 - 
        13,745 members",MyAnimeList
top_airing,16,Douluo Dalu II: Jueshi Tangmen,8.03,https://myanimelist.net/anime/51836/Douluo_Dalu_II__Jueshi_Tangmen,"ONA (156 eps)
        Jun 2023 - 
        5,988 members",MyAnimeList
top_airing,17,Yi Nian Yong Heng 3rd Season,7.89,https://myanimelist.net/anime/56215/Yi_Nian_Yong_Heng_3rd_Season,"ONA (59 eps)
        Jul 2024 - 
        3,033 members",MyAnimeList
top_airing,18,Wanmei Shijie,7.86,https://myanimelist.net/anime/47405/Wanmei_Shijie,"ONA (234 eps)
        Apr 2021 - 
        12,823 members",MyAnimeList
top_airing,19,Crayon Shin-chan,7.81,https://myanimelist.net/anime/966/Crayon_Shin-chan,"TV (? eps)
        Apr 1992 - 
        90,812 members",MyAnimeList
top_airing,20,Anne Shirley,7.79,https://myanimelist.net/anime/60334/Anne_Shirley,"TV (24 eps)
        Apr 2025 - 
        40,026 members",MyAnimeList
top_upcoming,1,One Punch Man 3,N/A,https://myanimelist.net/anime/52807/One_Punch_Man_3,"TV (? eps)
        Oct 2025 - 
        293,808 members",MyAnimeList
top_upcoming,2,Sono Bisque Doll wa Koi wo Suru Season 2,N/A,https://myanimelist.net/anime/53065/Sono_Bisque_Doll_wa_Koi_wo_Suru_Season_2,"TV (? eps)
        Jul 2025 - 
        222,624 members",MyAnimeList
top_upcoming,3,Dandadan 2nd Season,N/A,https://myanimelist.net/anime/60543/Dandadan_2nd_Season,"TV (? eps)
        Jul 2025 - 
        203,171 members",MyAnimeList
top_upcoming,4,Youjo Senki II,N/A,https://myanimelist.net/anime/49233/Youjo_Senki_II,"TV (? eps)
         - 
        176,610 members",MyAnimeList
top_upcoming,5,Sousou no Frieren 2nd Season,N/A,https://myanimelist.net/anime/59978/Sousou_no_Frieren_2nd_Season,"TV (? eps)
        Jan 2026 - 
        167,523 members",MyAnimeList
top_upcoming,6,Jigokuraku 2nd Season,N/A,https://myanimelist.net/anime/55825/Jigokuraku_2nd_Season,"TV (? eps)
        Jan 2026 - 
        161,391 members",MyAnimeList
top_upcoming,7,Kimetsu no Yaiba Movie: Mugen Jou-hen,N/A,https://myanimelist.net/anime/59192/Kimetsu_no_Yaiba_Movie__Mugen_Jou-hen,"Movie (3 eps)
        Jul 2025 - 
        152,474 members",MyAnimeList
top_upcoming,8,Kaijuu 8-gou 2nd Season,N/A,https://myanimelist.net/anime/59177/Kaijuu_8-gou_2nd_Season,"TV (? eps)
        Jul 2025 - 
        148,159 members",MyAnimeList
top_upcoming,9,Spy x Family Season 3,N/A,https://myanimelist.net/anime/59027/Spy_x_Family_Season_3,"TV (? eps)
        Oct 2025 - 
        141,029 members",MyAnimeList
top_upcoming,10,Chainsaw Man Movie: Reze-hen,N/A,https://myanimelist.net/anime/57555/Chainsaw_Man_Movie__Reze-hen,"Movie (1 eps)
        Sep 2025 - Sep 2025
        127,416 members",MyAnimeList
top_upcoming,11,Mushoku Tensei III: Isekai Ittara Honki Dasu,N/A,https://myanimelist.net/anime/59193/Mushoku_Tensei_III__Isekai_Ittara_Honki_Dasu,"TV (? eps)
         - 
        127,118 members",MyAnimeList
top_upcoming,12,Yofukashi no Uta Season 2,N/A,https://myanimelist.net/anime/58390/Yofukashi_no_Uta_Season_2,"TV (? eps)
        Jul 2025 - 
        108,568 members",MyAnimeList
top_upcoming,13,[Oshi no Ko] 3rd Season,N/A,https://myanimelist.net/anime/60058/Oshi_no_Ko_3rd_Season,"TV (? eps)
        2026 - 
        104,801 members",MyAnimeList
top_upcoming,14,Kaoru Hana wa Rin to Saku,N/A,https://myanimelist.net/anime/59845/Kaoru_Hana_wa_Rin_to_Saku,"TV (? eps)
        Jul 2025 - 
        103,915 members",MyAnimeList
top_upcoming,15,Jujutsu Kaisen: Shimetsu Kaiyuu,N/A,https://myanimelist.net/anime/57658/Jujutsu_Kaisen__Shimetsu_Kaiyuu,"Unknown (? eps)
         - 
        103,401 members",MyAnimeList
top_upcoming,16,Boku no Hero Academia: Final Season,N/A,https://myanimelist.net/anime/60098/Boku_no_Hero_Academia__Final_Season,"TV (? eps)
        Oct 2025 - 
        94,321 members",MyAnimeList
top_upcoming,17,Seishun Buta Yarou wa Santa Claus no Yume wo Minai,N/A,https://myanimelist.net/anime/57433/Seishun_Buta_Yarou_wa_Santa_Claus_no_Yume_wo_Minai,"TV (? eps)
        Jul 2025 - 
        92,736 members",MyAnimeList
top_upcoming,18,Tate no Yuusha no Nariagari Season 4,N/A,https://myanimelist.net/anime/57907/Tate_no_Yuusha_no_Nariagari_Season_4,"TV (12 eps)
        Jul 2025 - 
        91,915 members",MyAnimeList
top_upcoming,19,Sakamoto Days Part 2,N/A,https://myanimelist.net/anime/60285/Sakamoto_Days_Part_2,"TV (? eps)
        Jul 2025 - 
        89,770 members",MyAnimeList
top_upcoming,20,Kage no Jitsuryokusha ni Naritakute! Movie: Zankyou-hen,N/A,https://myanimelist.net/anime/57584/Kage_no_Jitsuryokusha_ni_Naritakute_Movie__Zankyou-hen,"Movie (1 eps)
         - 
        89,471 members",MyAnimeList
top_tv,1,Sousou no Frieren,9.30,https://myanimelist.net/anime/52991/Sousou_no_Frieren,"TV (28 eps)
        Sep 2023 - Mar 2024
        1,154,793 members",MyAnimeList
top_tv,2,Fullmetal Alchemist: Brotherhood,9.10,https://myanimelist.net/anime/5114/Fullmetal_Alchemist__Brotherhood,"TV (64 eps)
        Apr 2009 - Jul 2010
        3,539,165 members",MyAnimeList
top_tv,3,Steins;Gate,9.07,https://myanimelist.net/anime/9253/Steins_Gate,"TV (24 eps)
        Apr 2011 - Sep 2011
        2,710,537 members",MyAnimeList
top_tv,4,Shingeki no Kyojin Season 3 Part 2,9.05,https://myanimelist.net/anime/38524/Shingeki_no_Kyojin_Season_3_Part_2,"TV (10 eps)
        Apr 2019 - Jul 2019
        2,461,097 members",MyAnimeList
top_tv,5,Gintama°,9.05,https://myanimelist.net/anime/28977/Gintama°,"TV (51 eps)
        Apr 2015 - Mar 2016
        670,395 members",MyAnimeList
top_tv,6,Hunter x Hunter (2011),9.03,https://myanimelist.net/anime/11061/Hunter_x_Hunter_2011,"TV (148 eps)
        Oct 2011 - Sep 2014
        3,041,219 members",MyAnimeList
top_tv,7,Gintama',9.02,https://myanimelist.net/anime/9969/Gintama,"TV (51 eps)
        Apr 2011 - Mar 2012
        592,421 members",MyAnimeList
top_tv,8,Gintama': Enchousen,9.02,https://myanimelist.net/anime/15417/Gintama__Enchousen,"TV (13 eps)
        Oct 2012 - Mar 2013
        346,950 members",MyAnimeList
top_tv,9,Bleach: Sennen Kessen-hen,8.99,https://myanimelist.net/anime/41467/Bleach__Sennen_Kessen-hen,"TV (13 eps)
        Oct 2022 - Dec 2022
        643,927 members",MyAnimeList
top_tv,10,Gintama.,8.98,https://myanimelist.net/anime/34096/Gintama,"TV (12 eps)
        Jan 2017 - Mar 2017
        336,685 members",MyAnimeList
top_tv,11,Kaguya-sama wa Kokurasetai: Ultra Romantic,8.98,https://myanimelist.net/anime/43608/Kaguya-sama_wa_Kokurasetai__Ultra_Romantic,"TV (13 eps)
        Apr 2022 - Jun 2022
        1,039,649 members",MyAnimeList
top_tv,12,Fruits Basket: The Final,8.95,https://myanimelist.net/anime/42938/Fruits_Basket__The_Final,"TV (13 eps)
        Apr 2021 - Jun 2021
        532,050 members",MyAnimeList
top_tv,13,Clannad: After Story,8.93,https://myanimelist.net/anime/4181/Clannad__After_Story,"TV (24 eps)
        Oct 2008 - Mar 2009
        1,248,614 members",MyAnimeList
top_tv,14,Gintama,8.93,https://myanimelist.net/anime/918/Gintama,"TV (201 eps)
        Apr 2006 - Mar 2010
        1,120,367 members",MyAnimeList
top_tv,15,Code Geass: Hangyaku no Lelouch R2,8.91,https://myanimelist.net/anime/2904/Code_Geass__Hangyaku_no_Lelouch_R2,"TV (25 eps)
        Apr 2008 - Sep 2008
        1,881,750 members",MyAnimeList
top_tv,16,3-gatsu no Lion 2nd Season,8.90,https://myanimelist.net/anime/35180/3-gatsu_no_Lion_2nd_Season,"TV (22 eps)
        Oct 2017 - Mar 2018
        425,787 members",MyAnimeList
top_tv,17,Kusuriya no Hitorigoto 2nd Season,8.89,https://myanimelist.net/anime/58514/Kusuriya_no_Hitorigoto_2nd_Season,"TV (24 eps)
        Jan 2025 - Jul 2025
        328,490 members",MyAnimeList
top_tv,18,Monster,8.89,https://myanimelist.net/anime/19/Monster,"TV (74 eps)
        Apr 2004 - Sep 2005
        1,243,215 members",MyAnimeList
top_tv,19,Gintama. Shirogane no Tamashii-hen - Kouhan-sen,8.88,https://myanimelist.net/anime/37491/Gintama_Shirogane_no_Tamashii-hen_-_Kouhan-sen,"TV (14 eps)
        Jul 2018 - Oct 2018
        216,835 members",MyAnimeList
top_tv,20,Kusuriya no Hitorigoto,8.87,https://myanimelist.net/anime/54492/Kusuriya_no_Hitorigoto,"TV (24 eps)
        Oct 2023 - Mar 2024
        666,048 members",MyAnimeList
top_movie,1,Gintama: The Final,9.04,https://myanimelist.net/anime/39486/Gintama__The_Final,"Movie (1 eps)
        Jan 2021 - Jan 2021
        171,208 members",MyAnimeList
top_movie,2,Koe no Katachi,8.93,https://myanimelist.net/anime/28851/Koe_no_Katachi,"Movie (1 eps)
        Sep 2016 - Sep 2016
        2,493,956 members",MyAnimeList
top_movie,3,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,8.90,https://myanimelist.net/anime/15335/Gintama_Movie_2__Kanketsu-hen_-_Yorozuya_yo_Eien_Nare,"Movie (1 eps)
        Jul 2013 - Jul 2013
        255,288 members",MyAnimeList
top_movie,4,Violet Evergarden Movie,8.84,https://myanimelist.net/anime/37987/Violet_Evergarden_Movie,"Movie (1 eps)
        Sep 2020 - Sep 2020
        681,916 members",MyAnimeList
top_movie,5,Kimi no Na wa.,8.83,https://myanimelist.net/anime/32281/Kimi_no_Na_wa,"Movie (1 eps)
        Aug 2016 - Aug 2016
        2,911,216 members",MyAnimeList
top_movie,6,Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,8.82,https://myanimelist.net/anime/59571/Shingeki_no_Kyojin_Movie__Kanketsu-hen_-_The_Last_Attack,"Movie (1 eps)
        Nov 2024 - Nov 2024
        51,681 members",MyAnimeList
top_movie,7,Kizumonogatari III: Reiketsu-hen,8.78,https://myanimelist.net/anime/31758/Kizumonogatari_III__Reiketsu-hen,"Movie (1 eps)
        Jan 2017 - Jan 2017
        494,080 members",MyAnimeList
top_movie,8,Sen to Chihiro no Kamikakushi,8.77,https://myanimelist.net/anime/199/Sen_to_Chihiro_no_Kamikakushi,"Movie (1 eps)
        Jul 2001 - Jul 2001
        1,958,747 members",MyAnimeList
top_movie,9,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,8.73,https://myanimelist.net/anime/52198/Kaguya-sama_wa_Kokurasetai__First_Kiss_wa_Owaranai,"Movie (1 eps)
        Dec 2022 - Dec 2022
        334,102 members",MyAnimeList
top_movie,10,The First Slam Dunk,8.72,https://myanimelist.net/anime/45649/The_First_Slam_Dunk,"Movie (1 eps)
        Dec 2022 - Dec 2022
        66,821 members",MyAnimeList
top_movie,11,Howl no Ugoku Shiro,8.67,https://myanimelist.net/anime/431/Howl_no_Ugoku_Shiro,"Movie (1 eps)
        Nov 2004 - Nov 2004
        1,430,151 members",MyAnimeList
top_movie,12,Mononoke Hime,8.67,https://myanimelist.net/anime/164/Mononoke_Hime,"Movie (1 eps)
        Jul 1997 - Jul 1997
        1,331,208 members",MyAnimeList
top_movie,13,Fate/stay night Movie: Heaven's Feel - III. Spring Song,8.64,https://myanimelist.net/anime/33050/Fate_stay_night_Movie__Heavens_Feel_-_III_Spring_Song,"Movie (1 eps)
        Aug 2020 - Aug 2020
        384,464 members",MyAnimeList
top_movie,14,Look Back,8.64,https://myanimelist.net/anime/58125/Look_Back,"Movie (1 eps)
        Jun 2024 - Jun 2024
        177,832 members",MyAnimeList
top_movie,15,Haikyuu!! Movie: Gomisuteba no Kessen,8.61,https://myanimelist.net/anime/52742/Haikyuu_Movie__Gomisuteba_no_Kessen,"Movie (1 eps)
        Feb 2024 - Feb 2024
        191,264 members",MyAnimeList
top_movie,16,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,8.61,https://myanimelist.net/anime/36862/Made_in_Abyss_Movie_3__Fukaki_Tamashii_no_Reimei,"Movie (1 eps)
        Jan 2020 - Jan 2020
        509,063 members",MyAnimeList
top_movie,17,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,8.59,https://myanimelist.net/anime/38329/Seishun_Buta_Yarou_wa_Yumemiru_Shoujo_no_Yume_wo_Minai,"Movie (1 eps)
        Jun 2019 - Jun 2019
        771,184 members",MyAnimeList
top_movie,18,Suzumiya Haruhi no Shoushitsu,8.59,https://myanimelist.net/anime/7311/Suzumiya_Haruhi_no_Shoushitsu,"Movie (1 eps)
        Feb 2010 - Feb 2010
        634,130 members",MyAnimeList
top_movie,19,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,8.59,https://myanimelist.net/anime/4565/Tengen_Toppa_Gurren_Lagann_Movie_2__Lagann-hen,"Movie (1 eps)
        Apr 2009 - Apr 2009
        230,186 members",MyAnimeList
top_movie,20,Shin Evangelion Movie:||,8.58,https://myanimelist.net/anime/3786/Shin_Evangelion_Movie_||,"Movie (1 eps)
        Mar 2021 - Mar 2021
        404,660 members",MyAnimeList
top_ova,1,Ginga Eiyuu Densetsu,9.01,https://myanimelist.net/anime/820/Ginga_Eiyuu_Densetsu,"OVA (110 eps)
        Jan 1988 - Mar 1997
        346,374 members",MyAnimeList
top_ova,2,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,8.70,https://myanimelist.net/anime/44/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Tsuioku-hen,"OVA (4 eps)
        Feb 1999 - Sep 1999
        287,498 members",MyAnimeList
top_ova,3,Shingeki no Kyojin: Kuinaki Sentaku,8.41,https://myanimelist.net/anime/25781/Shingeki_no_Kyojin__Kuinaki_Sentaku,"OVA (2 eps)
        Dec 2014 - Apr 2015
        546,560 members",MyAnimeList
top_ova,4,Kamisama Hajimemashita: Kako-hen,8.40,https://myanimelist.net/anime/30709/Kamisama_Hajimemashita__Kako-hen,"OVA (4 eps)
        Aug 2015 - Aug 2016
        178,481 members",MyAnimeList
top_ova,5,Gintama°: Aizome Kaori-hen,8.38,https://myanimelist.net/anime/32366/Gintama°__Aizome_Kaori-hen,"OVA (2 eps)
        Aug 2016 - Nov 2016
        90,555 members",MyAnimeList
top_ova,6,Hellsing Ultimate,8.34,https://myanimelist.net/anime/777/Hellsing_Ultimate,"OVA (10 eps)
        Feb 2006 - Dec 2012
        984,257 members",MyAnimeList
top_ova,7,Natsume Yuujinchou: Itsuka Yuki no Hi ni,8.33,https://myanimelist.net/anime/20651/Natsume_Yuujinchou__Itsuka_Yuki_no_Hi_ni,"OVA (1 eps)
        Feb 2014 - Feb 2014
        85,203 members",MyAnimeList
top_ova,8,Kidou Senshi Gundam: The Origin,8.32,https://myanimelist.net/anime/10937/Kidou_Senshi_Gundam__The_Origin,"OVA (6 eps)
        Feb 2015 - May 2018
        81,204 members",MyAnimeList
top_ova,9,Hunter x Hunter: Original Video Animation,8.31,https://myanimelist.net/anime/137/Hunter_x_Hunter__Original_Video_Animation,"OVA (8 eps)
        Jan 2002 - Apr 2002
        133,923 members",MyAnimeList
top_ova,10,Uchuu Senkan Yamato 2199,8.31,https://myanimelist.net/anime/12029/Uchuu_Senkan_Yamato_2199,"OVA (26 eps)
        May 2012 - Oct 2013
        122,454 members",MyAnimeList
top_ova,11,Major: World Series,8.28,https://myanimelist.net/anime/11917/Major__World_Series,"OVA (2 eps)
        Dec 2011 - Jan 2012
        39,489 members",MyAnimeList
top_ova,12,Tsubasa: Tokyo Revelations,8.26,https://myanimelist.net/anime/2685/Tsubasa__Tokyo_Revelations,"OVA (3 eps)
        Nov 2007 - Mar 2008
        99,914 members",MyAnimeList
top_ova,13,Hunter x Hunter: Greed Island Final,8.25,https://myanimelist.net/anime/139/Hunter_x_Hunter__Greed_Island_Final,"OVA (14 eps)
        Mar 2004 - Aug 2004
        153,125 members",MyAnimeList
top_ova,14,Hajime no Ippo: Mashiba vs. Kimura,8.24,https://myanimelist.net/anime/265/Hajime_no_Ippo__Mashiba_vs_Kimura,"OVA (1 eps)
        Sep 2003 - Sep 2003
        121,961 members",MyAnimeList
top_ova,15,Kono Subarashii Sekai ni Shukufuku wo! 3: Bonus Stage,8.19,https://myanimelist.net/anime/59833/Kono_Subarashii_Sekai_ni_Shukufuku_wo_3__Bonus_Stage,"OVA (2 eps)
        Apr 2025 - Apr 2025
        62,259 members",MyAnimeList
top_ova,16,xxxHOLiC Rou,8.18,https://myanimelist.net/anime/6864/xxxHOLiC_Rou,"OVA (2 eps)
        Apr 2010 - Mar 2011
        84,466 members",MyAnimeList
top_ova,17,Hunter x Hunter: Greed Island,8.18,https://myanimelist.net/anime/138/Hunter_x_Hunter__Greed_Island,"OVA (8 eps)
        Feb 2003 - Apr 2003
        177,482 members",MyAnimeList
top_ova,18,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",8.17,https://myanimelist.net/anime/33323/Kamisama_Hajimemashita__Kamisama_Shiawase_ni_Naru,"OVA (1 eps)
        Dec 2016 - Dec 2016
        70,620 members",MyAnimeList
